ASV silva_kingdom silva_phylum silva_class silva_order silva_family silva_genus silva_species_single silva_species_multiple rdp_kingdom rdp_phylum rdp_class rdp_order rdp_family rdp_genus rdp_species_single rdp_species_multiple decipher_domain decipher_phylum decipher_class decipher_order decipher_family decipher_genus decipher_species
ASV_16S_07088 Bacteria Dependentiae Babeliae Babeliales UBA12409 NA NA NA Bacteria Firmicutes NA NA NA NA NA NA Bacteria Dependentiae Babeliae Babeliales UBA12409 NA NA
ASV_16S_07089 Bacteria Chloroflexi Ktedonobacteria Ktedonobacterales Ktedonobacteraceae JG30a-KF-32 NA NA Bacteria Chloroflexi Ktedonobacteria Ktedonobacterales NA NA NA NA Bacteria Chloroflexi Ktedonobacteria Ktedonobacterales Ktedonobacteraceae JG30a-KF-32 NA
ASV_16S_07090 Bacteria Elusimicrobiota Elusimicrobia FCPU453 NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07091 Bacteria Patescibacteria Parcubacteria "Candidatus Nomurabacteria" NA NA NA NA Bacteria Parcubacteria NA NA NA NA NA NA Bacteria Patescibacteria Parcubacteria "Candidatus Nomurabacteria" NA NA NA
ASV_16S_07092 Bacteria NA NA NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07093 Bacteria Chloroflexi AD3 NA NA NA NA NA Bacteria Firmicutes NA NA NA NA NA NA Bacteria Chloroflexi AD3 NA NA NA NA
ASV_16S_07094 Bacteria Patescibacteria Parcubacteria "Candidatus Nomurabacteria" NA NA NA NA Bacteria Parcubacteria NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07095 Bacteria Patescibacteria Parcubacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07096 Bacteria WS1 NA NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria WS1 NA NA NA NA NA
ASV_16S_07097 Bacteria Verrucomicrobiota Chlamydiae Chlamydiales Parachlamydiaceae "Candidatus Protochlamydia" NA NA Bacteria Chlamydiae Chlamydiia Chlamydiales Parachlamydiaceae Parachlamydia NA NA Bacteria Verrucomicrobiota Chlamydiae Chlamydiales Parachlamydiaceae NA NA
ASV_16S_07098 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae Gemmata NA NA NA NA NA NA NA NA NA
ASV_16S_07099 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae "Candidatus Omnitrophus" NA NA Bacteria NA NA NA NA NA NA NA Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae "Candidatus Omnitrophus" NA
ASV_16S_07100 Bacteria Planctomycetota Planctomycetes Isosphaerales Isosphaeraceae Singulisphaera NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Isosphaeraceae Singulisphaera NA NA Bacteria Planctomycetota Planctomycetes Isosphaerales Isosphaeraceae NA NA
ASV_16S_07101 Bacteria Actinobacteriota RBG-16-55-12 NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Actinobacteriota RBG-16-55-12 NA NA NA NA
ASV_16S_07102 Bacteria Firmicutes Clostridia Oscillospirales Ethanoligenenaceae NA NA NA Bacteria Firmicutes Clostridia Clostridiales Ruminococcaceae NA NA NA Bacteria Firmicutes NA NA NA NA NA
ASV_16S_07103 Bacteria Bacteroidota Kryptonia Kryptoniales BSV26 NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Bacteroidota Kryptonia Kryptoniales BSV26 NA NA
ASV_16S_07104 Bacteria Firmicutes Bacilli Paenibacillales Paenibacillaceae Paenibacillus NA castaneae/prosopidis Bacteria Firmicutes Bacilli Bacillales Paenibacillaceae_1 Paenibacillus castaneae castaneae Bacteria Firmicutes Bacilli Paenibacillales Paenibacillaceae Paenibacillus NA
ASV_16S_07105 Bacteria Verrucomicrobiota Kiritimatiellae WCHB1-41 NA NA NA NA Bacteria Verrucomicrobia Subdivision5 NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07106 Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae NA NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales NA NA NA NA Bacteria Bacteroidota Bacteroidia NA NA NA NA
ASV_16S_07107 Bacteria NA NA NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07108 Bacteria Bacteroidota Bacteroidia Bacteroidales "Bacteroidetes vadinHA17" NA NA NA Bacteria Bacteroidetes NA NA NA NA NA NA Bacteria Bacteroidota Bacteroidia Bacteroidales "Bacteroidetes vadinHA17" NA NA
ASV_16S_07109 Bacteria Patescibacteria Parcubacteria "Candidatus Lloydbacteria" NA NA NA NA Bacteria Parcubacteria NA NA NA NA NA NA Bacteria Patescibacteria NA NA NA NA NA
ASV_16S_07110 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae "Candidatus Omnitrophus" NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07111 Bacteria Myxococcota Myxococcia Myxococcales Myxococcaceae P3OB-42 NA NA Bacteria Proteobacteria NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07112 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA NA Bacteria Verrucomicrobia Subdivision3 NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA
ASV_16S_07113 Bacteria Sumerlaeota Sumerlaeia Sumerlaeales Sumerlaeaceae Sumerlaea NA NA Bacteria BRC1 NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07114 Bacteria Patescibacteria Saccharimonadia Saccharimonadales NA NA NA NA Bacteria Candidatus_Saccharibacteria NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07115 Bacteria Patescibacteria Parcubacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07116 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA NA Bacteria Verrucomicrobia Subdivision3 NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA
ASV_16S_07117 Bacteria Planctomycetota Phycisphaerae Phycisphaerales Phycisphaeraceae NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07118 Bacteria Verrucomicrobiota Verrucomicrobiae Verrucomicrobiales Rubritaleaceae Luteolibacter NA NA Bacteria Verrucomicrobia Verrucomicrobiae Verrucomicrobiales Verrucomicrobiaceae Luteolibacter NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Verrucomicrobiales Rubritaleaceae Luteolibacter NA
ASV_16S_07119 Bacteria Verrucomicrobiota Kiritimatiellae WCHB1-41 NA NA NA NA Bacteria Firmicutes NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07120 Bacteria Armatimonadota NA NA NA NA NA NA Bacteria Armatimonadetes Armatimonadetes_gp2 NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07121 Bacteria Myxococcota Polyangia Polyangiales Phaselicystidaceae Phaselicystis NA NA Bacteria Proteobacteria Deltaproteobacteria Myxococcales Polyangiaceae NA NA NA Bacteria Myxococcota Polyangia NA NA NA NA
ASV_16S_07122 Bacteria Chloroflexi SHA-26 NA NA NA NA NA Bacteria Chloroflexi NA NA NA NA NA NA Bacteria Chloroflexi SHA-26 NA NA NA NA
ASV_16S_07123 Bacteria Patescibacteria Parcubacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07124 Bacteria Patescibacteria Parcubacteria "Candidatus Staskawiczbacteria" NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Patescibacteria Parcubacteria "Candidatus Staskawiczbacteria" NA NA NA
ASV_16S_07125 Bacteria Patescibacteria Parcubacteria "Candidatus Zambryskibacteria" NA NA NA NA Bacteria Parcubacteria NA NA NA NA NA NA Bacteria Patescibacteria Parcubacteria "Candidatus Zambryskibacteria" NA NA NA
ASV_16S_07126 Bacteria Acidobacteriota Vicinamibacteria Vicinamibacterales NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp6 Gp6 NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07127 Bacteria Abditibacteriota Abditibacteria Abditibacteriales Abditibacteriaceae Abditibacterium NA NA Bacteria Abditibacteriota Abditibacteria Abditibacteriales Abditibacteriaceae Abditibacterium NA NA Bacteria Abditibacteriota Abditibacteria Abditibacteriales Abditibacteriaceae Abditibacterium NA
ASV_16S_07128 Bacteria Bacteroidota Bacteroidia Sphingobacteriales "env.OPS 17" NA NA NA Bacteria Bacteroidetes NA NA NA NA NA NA Bacteria Bacteroidota Bacteroidia Sphingobacteriales "env.OPS 17" NA NA
ASV_16S_07129 Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae "Candidatus Omnitrophus" NA NA Bacteria NA NA NA NA NA NA NA Bacteria Verrucomicrobiota Omnitrophia Omnitrophales Omnitrophaceae "Candidatus Omnitrophus" NA
ASV_16S_07131 Bacteria Verrucomicrobiota Verrucomicrobiae LD1-PB3 NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae LD1-PB3 NA NA NA
ASV_16S_07132 Bacteria Verrucomicrobiota Chlamydiae Chlamydiales Parachlamydiaceae NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07133 Bacteria Proteobacteria Gammaproteobacteria "Gammaproteobacteria Incertae Sedis" "Unknown Family" "Candidatus Berkiella" NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria "Gammaproteobacteria Incertae Sedis" "Unknown Family_4" "Candidatus Berkiella" NA
ASV_16S_07134 Bacteria Firmicutes Clostridia Lachnospirales NA NA NA NA Bacteria Firmicutes Clostridia Clostridiales NA NA NA NA Bacteria Firmicutes Clostridia Lachnospirales Defluviitaleaceae "Defluviitaleaceae UCG-011" NA
ASV_16S_07136 Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae "Pir2 lineage" NA NA Bacteria Planctomycetes Planctomycetacia Pirellulales Thermoguttaceae Thermostilla NA NA Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae "Pir2 lineage" NA
ASV_16S_07137 Bacteria Dependentiae Babeliae Babeliales NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07138 Bacteria Planctomycetota Phycisphaerae Phycisphaerales "AKAU3564 sediment group" NA NA NA Bacteria Planctomycetes Phycisphaerae Sedimentisphaerales Anaerohalosphaeraceae Anaerohalosphaera NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07139 Bacteria Patescibacteria Parcubacteria "Candidatus Kaiserbacteria" NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Patescibacteria Parcubacteria "Candidatus Kaiserbacteria" NA NA NA
ASV_16S_07140 Bacteria Firestonebacteria NA NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07141 Bacteria Desulfobacterota NA NA NA NA NA NA Bacteria Proteobacteria Deltaproteobacteria Syntrophobacterales Syntrophaceae Smithella NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07142 Bacteria Bacteroidota Bacteroidia Bacteroidales NA NA NA NA Bacteria Bacteroidetes NA NA NA NA NA NA Bacteria Bacteroidota Bacteroidia NA NA NA NA
ASV_16S_07143 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae NA NA NA NA NA NA NA NA NA NA
ASV_16S_07144 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Hyphomicrobiaceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_16S_07145 Bacteria Proteobacteria Alphaproteobacteria Elsterales NA NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Azospirillaceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_16S_07146 Bacteria Proteobacteria Alphaproteobacteria Reyranellales Reyranellaceae Reyranella NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Reyranellaceae Reyranella NA NA Bacteria Proteobacteria Alphaproteobacteria Reyranellales Reyranellaceae Reyranella NA
ASV_16S_07147 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae NA NA NA NA NA NA NA NA NA NA
ASV_16S_07148 Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales NA NA NA NA Bacteria Proteobacteria NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07149 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA NA Bacteria Proteobacteria Deltaproteobacteria Myxococcales Labilitrichaceae Labilithrix NA NA Bacteria Myxococcota Polyangia Polyangiales NA NA NA
ASV_16S_07151 Bacteria Bacteroidota Bacteroidia Chitinophagales NA NA NA NA Bacteria Bacteroidetes Chitinophagia Chitinophagales Chitinophagaceae Edaphobaculum NA NA Bacteria Bacteroidota Bacteroidia NA NA NA NA
ASV_16S_07152 Bacteria Bdellovibrionota Bdellovibrionia Bdellovibrionales Bdellovibrionaceae Bdellovibrio NA NA Bacteria Proteobacteria Deltaproteobacteria Bdellovibrionales Bdellovibrionaceae Bdellovibrio NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07153 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA NA Bacteria Proteobacteria Betaproteobacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07155 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07156 Bacteria Verrucomicrobiota Chlamydiae Chlamydiales cvE6 NA NA NA Bacteria Chlamydiae Chlamydiia Chlamydiales NA NA NA NA Bacteria Verrucomicrobiota Chlamydiae Chlamydiales cvE6 NA NA
ASV_16S_07157 Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Morganellaceae Buchnera NA NA Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Erwiniaceae Buchnera NA NA Bacteria Proteobacteria Gammaproteobacteria Enterobacterales Morganellaceae Buchnera NA
ASV_16S_07158 Bacteria Bdellovibrionota Oligoflexia Silvanigrellales Silvanigrellaceae Silvanigrella NA NA Bacteria Proteobacteria Oligoflexia Silvanigrellales Silvanigrellaceae Silvanigrella NA NA NA NA NA NA NA NA NA
ASV_16S_07159 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_16S_07161 Bacteria Proteobacteria Gammaproteobacteria Coxiellales Coxiellaceae Coxiella NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_16S_07162 Bacteria Chloroflexi NA NA NA NA NA NA Bacteria Chloroflexi Anaerolineae Anaerolineales Anaerolineaceae NA NA NA NA NA NA NA NA NA NA
ASV_16S_07163 Bacteria Proteobacteria Alphaproteobacteria Rickettsiales Rickettsiaceae NA NA NA Bacteria Proteobacteria NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07164 Bacteria Actinobacteriota Actinobacteria Streptomycetales Streptomycetaceae Streptacidiphilus NA NA Bacteria Actinobacteria Actinobacteria Streptomycetales Streptomycetaceae Streptacidiphilus NA NA Bacteria Actinobacteriota Actinobacteria Streptomycetales Streptomycetaceae NA NA
ASV_16S_07165 Bacteria Cyanobacteria Vampirivibrionia Vampirovibrionales NA NA NA NA Bacteria Proteobacteria Deltaproteobacteria Bdellovibrionales Bdellovibrionaceae Vampirovibrio NA NA NA NA NA NA NA NA NA
ASV_16S_07166 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07167 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae ADurb.Bin118 NA NA Bacteria Verrucomicrobia Subdivision3 NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA
ASV_16S_07168 Bacteria Myxococcota Polyangia mle1-27 NA NA NA NA Bacteria Proteobacteria Deltaproteobacteria Myxococcales Polyangiaceae Minicystis NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07169 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae Rhodovastum NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_16S_07170 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Neisseriaceae NA NA NA Bacteria Proteobacteria Betaproteobacteria Burkholderiales NA NA NA NA Bacteria Proteobacteria NA NA NA NA NA
ASV_16S_07171 Bacteria Bacteroidota Bacteroidia Cytophagales Cyclobacteriaceae NA NA NA Bacteria Bacteroidetes Cytophagia Cytophagales NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07172 Bacteria Bdellovibrionota Bdellovibrionia Bdellovibrionales Bdellovibrionaceae Bdellovibrio NA NA Bacteria Proteobacteria Deltaproteobacteria Bdellovibrionales Bdellovibrionaceae Bdellovibrio NA NA NA NA NA NA NA NA NA
ASV_16S_07173 Bacteria Elusimicrobiota Elusimicrobia "Lineage IV" NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Elusimicrobiota Elusimicrobia "Lineage IV" NA NA NA
ASV_16S_07174 Bacteria Armatimonadota Fimbriimonadia Fimbriimonadales Fimbriimonadaceae Fimbriimonas NA NA Bacteria Armatimonadetes Armatimonadetes_gp5 NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07175 Bacteria Dependentiae Babeliae Babeliales NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07176 Bacteria Proteobacteria Alphaproteobacteria Rickettsiales SM2D12 NA NA NA Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rickettsiales SM2D12 NA NA
ASV_16S_07177 Bacteria Bacteroidota Bacteroidia Sphingobacteriales S15A-MN91 NA NA NA Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Cryomorphaceae NA NA NA Bacteria Bacteroidota Bacteroidia Sphingobacteriales S15A-MN91 NA NA
ASV_16S_07178 Bacteria NA NA NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07179 Bacteria Verrucomicrobiota Chlamydiae Chlamydiales cvE6 NA NA NA Bacteria Chlamydiae Chlamydiia Chlamydiales NA NA NA NA Bacteria Verrucomicrobiota Chlamydiae Chlamydiales cvE6 NA NA
ASV_16S_07180 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae Zavarzinella NA NA NA NA NA NA NA NA NA
ASV_16S_07181 Bacteria Chloroflexi Ktedonobacteria B12-WMSP1 NA NA NA NA Bacteria Firmicutes NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07182 Bacteria Myxococcota Polyangia Blfdi19 NA NA NA NA Bacteria Proteobacteria Deltaproteobacteria Myxococcales NA NA NA NA Bacteria Myxococcota Polyangia Blfdi19 NA NA NA
ASV_16S_07183 Bacteria Verrucomicrobiota Chlamydiae Chlamydiales cvE6 NA NA NA Bacteria Chlamydiae Chlamydiia Chlamydiales NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_07184 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae Gemmata NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae Gemmata NA NA Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae Gemmata NA
ASV_16S_07185 Bacteria Fibrobacterota Fibrobacteria Fibrobacterales B122 NA NA NA Bacteria Fibrobacteres Chitinispirillia Chitinispirillales Chitinispirillaceae Chitinispirillum NA NA Bacteria Fibrobacterota Fibrobacteria Fibrobacterales B122 NA NA
ASV_16S_07186 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae Gemmata NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae Gemmata NA NA Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae Gemmata NA
ASV_16S_07187 Bacteria Dependentiae Babeliae Babeliales NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07188 Bacteria Bdellovibrionota Bdellovibrionia Bdellovibrionales Bdellovibrionaceae Bdellovibrio NA NA Bacteria Proteobacteria NA NA NA NA NA NA Bacteria Bdellovibrionota Bdellovibrionia Bdellovibrionales Bdellovibrionaceae Bdellovibrio NA
ASV_16S_07189 Bacteria Bacteroidota Bacteroidia NA NA NA NA NA Bacteria Bacteroidetes NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07191 Bacteria Verrucomicrobiota Chlamydiae Chlamydiales Simkaniaceae "Candidatus Renichlamydia" NA NA Bacteria Chlamydiae Chlamydiia Chlamydiales Simkaniaceae Simkania NA NA Bacteria Verrucomicrobiota Chlamydiae Chlamydiales Simkaniaceae "Candidatus Renichlamydia" NA
ASV_16S_07192 Bacteria Proteobacteria Alphaproteobacteria Rickettsiales SM2D12 NA NA NA Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rickettsiales SM2D12 NA NA
ASV_16S_07193 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae Gemmata NA NA NA NA NA NA NA NA NA
ASV_16S_07194 Bacteria NA NA NA NA NA NA NA Bacteria Firmicutes NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07195 Bacteria Verrucomicrobiota Verrucomicrobiae Methylacidiphilales Methylacidiphilaceae NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07199 Bacteria Dependentiae Babeliae Babeliales UBA12409 NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Dependentiae Babeliae Babeliales NA NA NA
ASV_16S_07200 Bacteria Elusimicrobiota Elusimicrobia "Lineage IV" NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Elusimicrobiota Elusimicrobia "Lineage IV" NA NA NA
ASV_16S_07201 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria Arenicellales Arenicellaceae NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_16S_07202 Bacteria Patescibacteria Berkelbacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_07203 Bacteria Dependentiae Babeliae Babeliales Vermiphilaceae NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Dependentiae Babeliae Babeliales NA NA NA
ASV_16S_07204 Bacteria Firestonebacteria NA NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
